Time (ps),RMSD (nm)
0.0,0.0
10.0,0.14247823
20.0,0.10111628
30.0,0.107134685
40.0,0.08425143
50.0,0.14937577
60.0,0.13177745
70.0,0.09458159
80.0,0.13970155
90.0,0.1326736
100.0,0.13446444
110.0,0.1419658
120.0,0.15195365
130.0,0.145807
140.0,0.14275277
150.0,0.13972315
160.0,0.14166562
170.0,0.12989484
180.0,0.14595689
190.0,0.13180158
200.0,0.14429837
210.0,0.1318288
220.0,0.14739023
230.0,0.13949774
240.0,0.13004261
250.0,0.14275101
260.0,0.12714319
270.0,0.10887005
280.0,0.12705648
290.0,0.13764924
300.0,0.1424732
310.0,0.13679759
320.0,0.14351815
330.0,0.13616978
340.0,0.12066015
350.0,0.13490905
360.0,0.1261241
370.0,0.11232804
380.0,0.14986823
390.0,0.13887326
400.0,0.14182672
410.0,0.13481358
420.0,0.14215732
430.0,0.14891227
440.0,0.14026265
450.0,0.15144812
460.0,0.13746098
470.0,0.13907914
480.0,0.14127707
490.0,0.12779854
500.0,0.15358168
510.0,0.13009812
520.0,0.14136115
530.0,0.12329281
540.0,0.14209534
550.0,0.13984454
560.0,0.14325136
570.0,0.13820074
580.0,0.13707365
590.0,0.14019777
600.0,0.1462366
610.0,0.14187574
620.0,0.12682086
630.0,0.12634823
640.0,0.1447223
650.0,0.13676012
660.0,0.1432618
670.0,0.1510549
680.0,0.13687657
690.0,0.13851056
700.0,0.14838332
710.0,0.13679594
720.0,0.13528465
730.0,0.13497481
740.0,0.13728134
750.0,0.13224892
760.0,0.13490963
770.0,0.13662232
780.0,0.14237556
790.0,0.14241667
800.0,0.12675536
810.0,0.14194816
820.0,0.13897996
830.0,0.1414551
840.0,0.12881847
850.0,0.12598602
860.0,0.1422944
870.0,0.1316766
880.0,0.14591841
890.0,0.1308704
900.0,0.11727789
910.0,0.12760116
920.0,0.15297115
930.0,0.1405713
940.0,0.14022487
950.0,0.13427794
960.0,0.111547776
970.0,0.123126075
980.0,0.117963694
990.0,0.12102788
1000.0,0.11840873
1010.0,0.12585138
1020.0,0.12690826
1030.0,0.13394688
1040.0,0.1315217
1050.0,0.12320179
1060.0,0.08554945
1070.0,0.12694561
1080.0,0.14612523
1090.0,0.13961087
1100.0,0.13522463
1110.0,0.12672934
1120.0,0.1288933
1130.0,0.1251669
1140.0,0.14560509
1150.0,0.13108036
1160.0,0.13842197
1170.0,0.12649867
1180.0,0.13549782
1190.0,0.13203703
1200.0,0.14270729
1210.0,0.13285728
1220.0,0.14277439
1230.0,0.13777532
1240.0,0.109158374
1250.0,0.111961424
1260.0,0.14084598
1270.0,0.13416988
1280.0,0.14397398
1290.0,0.10082453
1300.0,0.121458754
1310.0,0.13092221
1320.0,0.14181776
1330.0,0.14255182
1340.0,0.13417295
1350.0,0.116361745
1360.0,0.13346702
1370.0,0.13095145
1380.0,0.1330631
1390.0,0.12035558
1400.0,0.1398987
1410.0,0.13255835
1420.0,0.11197515
1430.0,0.13029538
1440.0,0.100123055
1450.0,0.12220262
1460.0,0.11292606
1470.0,0.14055105
1480.0,0.13621064
1490.0,0.1416486
1500.0,0.14550482
1510.0,0.15498227
1520.0,0.13817689
1530.0,0.13521816
1540.0,0.15519571
1550.0,0.14438583
1560.0,0.13996762
1570.0,0.12680322
1580.0,0.14352903
1590.0,0.1426683
1600.0,0.14204481
1610.0,0.14205208
1620.0,0.1071866
1630.0,0.10221121
1640.0,0.094491355
1650.0,0.10226303
1660.0,0.13629627
1670.0,0.12563133
1680.0,0.12707034
1690.0,0.121474676
1700.0,0.13691382
1710.0,0.12733598
1720.0,0.15926762
1730.0,0.14361346
1740.0,0.1361226
1750.0,0.13536374
1760.0,0.12843704
1770.0,0.14035535
1780.0,0.11757308
1790.0,0.11855619
1800.0,0.13953058
1810.0,0.13829608
1820.0,0.13036795
1830.0,0.14304437
1840.0,0.13388407
1850.0,0.13035494
1860.0,0.14408186
1870.0,0.14251345
1880.0,0.14040923
1890.0,0.14896926
1900.0,0.13063143
1910.0,0.14315276
1920.0,0.13731231
1930.0,0.16085127
1940.0,0.1418157
1950.0,0.13210803
1960.0,0.13779812
1970.0,0.12922315
1980.0,0.14223826
1990.0,0.14036064
2000.0,0.14380166
2010.0,0.14372574
2020.0,0.14148422
2030.0,0.15063061
2040.0,0.13457629
2050.0,0.12989077
2060.0,0.12109791
2070.0,0.14307511
2080.0,0.15396619
2090.0,0.13500209
2100.0,0.12986098
2110.0,0.13103245
2120.0,0.13850902
2130.0,0.13256423
2140.0,0.1454051
2150.0,0.14473172
2160.0,0.1356894
2170.0,0.14857414
2180.0,0.13573936
2190.0,0.13519768
2200.0,0.14819127
2210.0,0.13829225
2220.0,0.14248408
2230.0,0.14689206
2240.0,0.14180234
2250.0,0.13757993
2260.0,0.14343072
2270.0,0.15035099
2280.0,0.133329
2290.0,0.12459254
2300.0,0.12883575
2310.0,0.14019002
2320.0,0.14369127
2330.0,0.1435437
2340.0,0.1419965
2350.0,0.14205405
2360.0,0.13669665
2370.0,0.12538512
2380.0,0.1466829
2390.0,0.13995844
2400.0,0.14432968
2410.0,0.14694192
2420.0,0.14145125
2430.0,0.14081787
2440.0,0.14210774
2450.0,0.12932788
2460.0,0.14752613
2470.0,0.14869952
2480.0,0.15230435
2490.0,0.13928792
2500.0,0.14558417
2510.0,0.13953362
2520.0,0.14348547
2530.0,0.14749238
2540.0,0.14168115
2550.0,0.116704784
2560.0,0.1341373
2570.0,0.14404434
2580.0,0.14410457
2590.0,0.14206934
2600.0,0.13253976
2610.0,0.1391869
2620.0,0.13538937
2630.0,0.1409758
2640.0,0.14172526
2650.0,0.14235564
2660.0,0.13681695
2670.0,0.13532263
2680.0,0.13810372
2690.0,0.12853767
2700.0,0.14303659
2710.0,0.12005685
2720.0,0.13346483
2730.0,0.14057997
2740.0,0.14093369
2750.0,0.12580149
2760.0,0.14387901
