#"Step"	"Time (ps)"	"Potential Energy (kilocalorie/mole)"	"Kinetic Energy (kilocalorie/mole)"	"Total Energy (kilocalorie/mole)"	"Temperature (K)"	"Box Volume (angstrom**3)"	"Density (gram/(item*milliliter))"
100	0.20000000000000015	-146464.68521131203	14985.572759713477	-131479.11245159857	166.93857841285805	498152.2594100978	0.8990175868521934
200	0.4000000000000003	-144439.90294271958	17393.944168890655	-127045.95877382893	193.76772306984856	498152.2594100978	0.8990175868521934
300	0.6000000000000004	-142568.7515191134	19004.231596153106	-123564.5199229603	211.70624956154018	498152.2594100978	0.8990175868521934
400	0.8000000000000006	-140922.05986870444	20262.582635819326	-120659.47723288512	225.72422118495095	498152.2594100978	0.8990175868521934
500	1.0000000000000007	-139565.45930073108	21358.15195970375	-118207.30734102732	237.92881212148706	498152.2594100978	0.8990175868521934
600	1.2000000000000008	-138531.0878525014	22253.66115794274	-116277.42669455866	247.90474263190112	498152.2594100978	0.8990175868521934
700	1.400000000000001	-137403.46534974893	22722.501479400245	-114680.96387034869	253.1276018460083	498152.2594100978	0.8990175868521934
800	1.6000000000000012	-136456.03312850927	23394.6177211513	-113061.41540735797	260.6149452879455	498152.2594100978	0.8990175868521934
900	1.8000000000000014	-135715.3330426731	23853.868765197767	-111861.46427747533	265.73098040098745	498152.2594100978	0.8990175868521934
1000	2.0000000000000013	-134825.21123549712	24036.86606051712	-110788.34517498	267.7695616967346	498152.2594100978	0.8990175868521934
1100	2.1999999999999793	-134182.32101849417	24396.018749969393	-109786.30226852479	271.7705058295809	498152.2594100978	0.8990175868521934
1200	2.3999999999999573	-133686.3737489453	24714.885334347935	-108971.48841459738	275.32266463946115	498152.2594100978	0.8990175868521934
1300	2.5999999999999353	-133172.13940479077	25085.337524943898	-108086.80187984687	279.44948468562416	498152.2594100978	0.8990175868521934
1400	2.7999999999999132	-132563.56066187506	25075.368806880535	-107488.19185499453	279.3384336334701	498152.2594100978	0.8990175868521934
1500	2.999999999999891	-132298.62799073715	25546.95414860286	-106751.67384213427	284.59187224471293	498152.2594100978	0.8990175868521934
1600	3.199999999999869	-132010.1810411369	25693.63685102034	-106316.54419011658	286.22591067700824	498152.2594100978	0.8990175868521934
1700	3.399999999999847	-131388.86238331615	25769.974797622082	-105618.88758569409	287.07631182543224	498152.2594100978	0.8990175868521934
1800	3.599999999999825	-130979.20754242329	25850.88218771268	-105128.32535471061	287.9776163602265	498152.2594100978	0.8990175868521934
1900	3.799999999999803	-130639.14447496747	25909.297219559066	-104729.8472554084	288.6283570780317	498152.2594100978	0.8990175868521934
2000	3.999999999999781	-130727.52605099698	26306.467367641795	-104421.05868335518	293.0528139187606	498152.2594100978	0.8990175868521934
2100	4.1999999999997595	-130359.86704656723	26334.634914827227	-104025.23213174002	293.366599074651	498152.2594100978	0.8990175868521934
2200	4.3999999999997375	-130353.88037574266	26485.6489717346	-103868.23140400807	295.04888859302355	498152.2594100978	0.8990175868521934
2300	4.599999999999715	-129963.3367792505	26353.856871151394	-103609.4799080991	293.5807307674813	498152.2594100978	0.8990175868521934
