Time (ps),RMSD (nm)
0.0,0.0
10.0,0.07811185
20.0,0.04647421
30.0,0.0675059
40.0,0.08037196
50.0,0.070228636
60.0,0.061952986
70.0,0.048114274
80.0,0.04241775
90.0,0.0774008
100.0,0.08379812
110.0,0.06897545
120.0,0.06127073
130.0,0.08370907
140.0,0.05701842
150.0,0.068230115
160.0,0.05370479
170.0,0.049359094
180.0,0.06938441
190.0,0.04542799
200.0,0.05357441
210.0,0.090677634
220.0,0.066472866
230.0,0.09891763
240.0,0.056324586
250.0,0.088521324
260.0,0.07923207
270.0,0.07810747
280.0,0.073176555
290.0,0.070122
300.0,0.07492149
310.0,0.059487954
320.0,0.04948032
330.0,0.043887123
340.0,0.06599402
350.0,0.057830904
360.0,0.044674058
370.0,0.07544222
380.0,0.08614894
390.0,0.05268613
400.0,0.07110824
410.0,0.040759057
420.0,0.07050352
430.0,0.056932155
440.0,0.078320384
450.0,0.07858501
460.0,0.06359876
470.0,0.06807619
480.0,0.056268986
490.0,0.060384706
500.0,0.07364157
510.0,0.076510765
520.0,0.0835339
530.0,0.054250684
540.0,0.06821542
550.0,0.07982151
560.0,0.077863835
570.0,0.06350371
580.0,0.041828524
590.0,0.055506352
600.0,0.056692407
610.0,0.059559844
620.0,0.060279325
630.0,0.08752679
640.0,0.0794395
650.0,0.08265666
660.0,0.07185672
670.0,0.07623124
680.0,0.068797246
690.0,0.085037604
700.0,0.083555266
710.0,0.087290116
720.0,0.09202462
730.0,0.086151496
740.0,0.07461438
750.0,0.055656374
760.0,0.08283958
770.0,0.07864193
780.0,0.062274233
790.0,0.07463831
800.0,0.09905696
810.0,0.09986167
820.0,0.0755915
830.0,0.09418848
840.0,0.06492225
850.0,0.088203624
860.0,0.037590582
870.0,0.052814536
880.0,0.06993169
890.0,0.065955475
900.0,0.061401494
910.0,0.066118404
920.0,0.07025718
930.0,0.06391862
940.0,0.090307154
950.0,0.07687425
960.0,0.065978825
970.0,0.08073411
980.0,0.077496156
990.0,0.06973174
1000.0,0.07112027
1010.0,0.07324236
1020.0,0.061757296
1030.0,0.07462224
1040.0,0.07275361
1050.0,0.08874149
1060.0,0.05989434
1070.0,0.06983197
1080.0,0.0708281
1090.0,0.06389757
1100.0,0.07277075
1110.0,0.07218776
1120.0,0.07671408
1130.0,0.07520685
1140.0,0.07163655
1150.0,0.06304615
1160.0,0.09938499
1170.0,0.06549226
1180.0,0.07950227
1190.0,0.074546844
1200.0,0.07993203
1210.0,0.07095918
1220.0,0.06897793
1230.0,0.08238492
1240.0,0.06944254
1250.0,0.07575662
1260.0,0.08257792
1270.0,0.05555391
1280.0,0.055889625
1290.0,0.045735385
1300.0,0.07299052
1310.0,0.09451452
1320.0,0.09380372
1330.0,0.0843887
1340.0,0.09947599
1350.0,0.056778178
1360.0,0.085977614
1370.0,0.055780575
1380.0,0.034718804
1390.0,0.05579241
1400.0,0.057903167
1410.0,0.09435475
1420.0,0.09501177
1430.0,0.07744597
1440.0,0.09655757
1450.0,0.09718687
1460.0,0.061357673
1470.0,0.07768934
1480.0,0.059697635
1490.0,0.08075319
1500.0,0.064364664
1510.0,0.09080618
1520.0,0.06514072
1530.0,0.06844267
1540.0,0.074982174
1550.0,0.098989055
1560.0,0.06919808
1570.0,0.06307833
1580.0,0.057965633
1590.0,0.06785528
1600.0,0.05247499
1610.0,0.08070534
1620.0,0.08604073
1630.0,0.07210268
1640.0,0.052370034
1650.0,0.07211014
1660.0,0.06238957
1670.0,0.056204196
1680.0,0.05442799
1690.0,0.074935846
1700.0,0.07609479
1710.0,0.06624772
1720.0,0.07267862
1730.0,0.06725113
1740.0,0.03990662
1750.0,0.047641326
1760.0,0.076921634
1770.0,0.0587904
1780.0,0.06773987
1790.0,0.07191897
1800.0,0.07018371
1810.0,0.052004084
1820.0,0.06877485
1830.0,0.07932676
1840.0,0.087245286
1850.0,0.08740686
1860.0,0.07186046
1870.0,0.06508663
1880.0,0.078433946
1890.0,0.0819552
1900.0,0.080743805
1910.0,0.069348454
1920.0,0.062775224
1930.0,0.05964231
1940.0,0.055831406
1950.0,0.07339444
1960.0,0.08197877
1970.0,0.07764211
1980.0,0.04839249
1990.0,0.0705926
2000.0,0.075607345
2010.0,0.07998922
2020.0,0.08126755
2030.0,0.06839478
2040.0,0.049248986
2050.0,0.06774961
2060.0,0.07382696
2070.0,0.08560765
2080.0,0.09184854
2090.0,0.08572554
2100.0,0.060997933
2110.0,0.0739752
2120.0,0.06894708
2130.0,0.07298583
2140.0,0.07953179
2150.0,0.050062034
2160.0,0.05192597
2170.0,0.06309926
2180.0,0.061992444
2190.0,0.07694325
2200.0,0.05511553
2210.0,0.06644306
2220.0,0.060476158
2230.0,0.070910566
2240.0,0.061804794
2250.0,0.06440986
2260.0,0.061802417
2270.0,0.061918635
2280.0,0.06461984
2290.0,0.04838996
2300.0,0.06587831
2310.0,0.067880504
2320.0,0.060058236
2330.0,0.07640106
2340.0,0.08897952
2350.0,0.08569929
2360.0,0.049366027
2370.0,0.08804574
2380.0,0.08294813
2390.0,0.08356317
2400.0,0.08365559
2410.0,0.08057221
2420.0,0.05218621
2430.0,0.090549715
2440.0,0.10089312
2450.0,0.08124257
2460.0,0.07029233
2470.0,0.084937476
2480.0,0.08131207
2490.0,0.06519137
2500.0,0.069648586
2510.0,0.07647017
2520.0,0.07628832
2530.0,0.08419869
2540.0,0.07389946
2550.0,0.06742036
2560.0,0.06675442
2570.0,0.07532252
2580.0,0.069172986
2590.0,0.05714137
2600.0,0.06883243
2610.0,0.062280122
2620.0,0.07159523
2630.0,0.07373349
2640.0,0.035069894
2650.0,0.07631684
2660.0,0.074611105
2670.0,0.06329157
2680.0,0.077445656
2690.0,0.08502093
2700.0,0.070408076
2710.0,0.073096305
2720.0,0.066587545
2730.0,0.07487415
2740.0,0.07108485
2750.0,0.0844559
2760.0,0.061517674
2770.0,0.068968356
2780.0,0.06652876
2790.0,0.07973017
